step,simulation_seconds,physics_step_ms,stress_solve_ms,frame_host_ms,bodies,awake_bodies,splits_total,contacts_total,resim_passes,correction_status,contacts_frame,projectiles_active,bonds_broken,stress_iterations,stress_converged,observation_ms,gpu_render_submit_and_export_ms,logical_clusters,native_dynamic_bodies,native_kinematic_bodies,active_dynamic_bodies,active_kinematic_bodies,contact_pairs,contact_pairs_with_contacts,solver_rows,stress_active_nodes,stress_active_bonds,stress_islands,graph_d2h_bytes,pre_solve_pairs,simulation_start_ns,simulation_end_ns,process_cpu_ms,complete_step_ms,command_ms,completion_ms,complete_start_ns,complete_end_ns,phase_output_start_ns,phase_output_end_ns,stress_passes,post_correction_bonds_broken,contact_reuse_fallbacks
300,5.0166668891906738,7.8402890000000003,0,10.503667,32,32,30,96759,0,0,382,1,0,186,1,2.634566,0.19781799999999999,31,31,1,31,1,15,0,0,358,605,9,0,145,205072038864497,205072046706469,8.2017620000000004,7.8836890000000004,0.0001,0.043300000000000338,205072038864427,205072046747986,0,0,1,0,0
301,5.0333337783813477,6.5040560000000003,0,9.5920339999999999,32,32,30,97146,0,0,387,1,0,151,1,3.0591740000000001,0.21057200000000001,31,31,1,31,1,15,0,0,358,605,9,0,145,205072049382642,205072055888060,6.8538110000000003,6.5581769999999997,6.0000000000000002e-05,0.054060999999999026,205072049382591,205072055940668,0,0,1,0,0
302,5.0500001907348633,6.4343560000000002,0,9.5487640000000003,32,32,30,97531,0,0,385,1,0,151,1,3.0889690000000001,0.20486099999999999,31,31,1,31,1,15,0,0,358,605,9,0,145,205072058980105,205072065416285,6.8148460000000002,6.4753530000000001,0.0001,0.040897000000000183,205072058980035,205072065455268,0,0,1,0,0
303,5.0666670799255371,7.6903600000000001,0,11.017291999999999,32,32,30,97921,0,0,390,1,0,185,1,3.2962150000000001,0.198098,31,31,1,31,1,15,0,0,358,605,9,0,145,205072068533227,205072076225230,8.0500150000000001,7.733981,9.0000000000000006e-05,0.043530999999999764,205072068533167,205072076267028,0,0,1,0,0
304,5.0833334922790527,6.4557359999999999,0,9.5712050000000009,32,32,30,98309,0,0,388,1,0,151,1,3.0807739999999999,0.203237,31,31,1,31,1,15,0,0,358,605,9,0,145,205072079554336,205072086011555,6.8331140000000001,6.5010000000000003,9.0000000000000006e-05,0.045174000000000269,205072079554276,205072086055196,0,0,1,0,0
305,5.1000003814697266,7.7213269999999996,0,11.046616999999999,32,32,30,98704,0,0,395,1,0,185,1,3.2877900000000002,0.213557,31,31,1,31,1,15,0,0,358,605,9,0,145,205072089130992,205072096854133,8.0494900000000005,7.7860180000000003,9.1000000000000003e-05,0.064600000000000435,205072089130911,205072096916789,0,0,1,0,0
306,5.1166667938232422,7.6843589999999997,0,10.753652000000001,32,32,30,99093,0,0,389,1,0,185,1,3.043085,0.20457,31,31,1,31,1,15,0,0,358,605,9,0,145,205072100181976,205072107867968,8.0496809999999996,7.7293830000000003,0.00011,0.044914000000000343,205072100181916,205072107911189,0,0,1,0,0
307,5.133333683013916,6.6172760000000004,0,9.8374299999999995,32,32,30,99486,0,0,393,1,0,154,1,3.1854789999999999,0.21102199999999999,31,31,1,31,1,15,0,0,358,605,9,0,145,205072110939666,205072117558585,6.9558010000000001,6.6730499999999999,8.0000000000000007e-05,0.05569399999999991,205072110939606,205072117612496,0,0,1,0,0
308,5.1500000953674316,7.7610510000000001,0,10.96181,32,32,30,99875,0,0,389,1,0,186,1,3.1684169999999998,0.20113400000000001,31,31,1,31,1,15,0,0,358,605,9,0,145,205072120781224,205072128543838,8.1049399999999991,7.80823,0.000111,0.047067999999999444,205072120781164,205072128589283,0,0,1,0,0
309,5.1666669845581055,7.7513639999999997,0,10.916936,32,32,30,100270,0,0,395,1,0,185,1,3.1385019999999999,0.20106399999999999,31,31,1,31,1,15,0,0,358,605,9,0,145,205072131747231,205072139500137,8.1412630000000004,7.802289,9.1000000000000003e-05,0.050834000000000046,205072131747160,205072139549348,0,0,1,0,0
310,5.1833333969116211,7.6487629999999998,0,10.890306000000001,32,32,30,100657,0,0,387,1,0,184,1,3.2122890000000002,0.21027000000000001,31,31,1,31,1,15,0,0,358,605,9,0,145,205072142668835,205072150319462,8.0327369999999991,7.7082829999999998,9.0000000000000006e-05,0.059429999999999872,205072142668765,205072150376908,0,0,1,0,0
311,5.2000002861022949,7.6588019999999997,0,11.034193999999999,32,32,30,101050,0,0,393,1,0,182,1,3.3405179999999999,0.20296700000000001,31,31,1,31,1,15,0,0,358,605,9,0,145,205072153563319,205072161223724,8.0297149999999995,7.7137739999999999,0.0001,0.054872000000000476,205072153563249,205072161276923,0,0,1,0,0
312,5.2166671752929688,7.731427,0,11.191746,32,32,30,101440,0,0,390,1,0,185,1,3.4304450000000002,0.20333699999999999,31,31,1,31,1,15,0,0,358,605,9,0,145,205072164601771,205072172334901,8.0556380000000001,7.7757490000000002,0.0001,0.044222000000000428,205072164601701,205072172377350,0,0,1,0,0
313,5.2333335876464844,7.7619730000000002,0,11.040054,32,32,30,101833,0,0,393,1,0,185,1,3.250521,0.198989,31,31,1,31,1,15,0,0,358,605,9,0,145,205072175797575,205072183561051,8.1117290000000004,7.8057340000000002,8.0000000000000007e-05,0.043681000000000303,205072175797515,205072183603159,0,0,1,0,0
314,5.2500004768371582,7.744491,0,11.066122999999999,32,32,30,102225,0,0,392,1,0,185,1,3.29339,0.20033200000000001,31,31,1,31,1,15,0,0,358,605,9,0,145,205072186841878,205072194587891,8.0965039999999995,7.7885429999999998,0.000101,0.043950999999999851,205072186841807,205072194630250,0,0,1,0,0
315,5.2666668891906738,7.7268679999999996,0,11.420521000000001,32,32,30,102619,0,0,394,1,0,184,1,3.6640290000000002,0.19777800000000001,31,31,1,31,1,15,0,0,358,605,9,0,145,205072197912038,205072205640399,8.0738120000000002,7.7686460000000004,9.0000000000000006e-05,0.041688000000000613,205072197911968,205072205680523,0,0,1,0,0
316,5.2833337783813477,7.7984910000000003,0,11.350531999999999,32,32,30,103009,0,0,390,1,0,187,1,3.5273539999999999,0.199521,31,31,1,31,1,15,0,0,358,605,9,0,145,205072209337118,205072217137222,8.0984829999999999,7.8422419999999997,8.0000000000000007e-05,0.043670999999999793,205072209337048,205072217179220,0,0,1,0,0
317,5.3000001907348633,7.7368360000000003,0,10.694813,32,32,30,103400,0,0,391,1,0,186,1,2.9323389999999998,0.207866,31,31,1,31,1,15,0,0,358,605,9,0,145,205072220703549,205072228441849,8.1523120000000002,7.788392,8.0000000000000007e-05,0.051476000000000077,205072220703499,205072228491781,0,0,1,0,0
318,5.3166670799255371,7.6174549999999996,0,10.645531999999999,32,32,30,103788,0,0,388,1,0,183,1,2.9829430000000001,0.20589199999999999,31,31,1,31,1,15,0,0,358,605,9,0,145,205072231402240,205072239021057,7.9482189999999999,7.6635809999999998,6.9999999999999994e-05,0.046056000000000097,205072231402179,205072239065680,0,0,1,0,0
319,5.3333334922790527,6.4267320000000003,0,9.7876580000000004,32,32,30,104176,0,0,388,1,0,149,1,3.3277139999999998,0.19847899999999999,31,31,1,31,1,15,0,0,358,605,9,0,145,205072242053913,205072248482488,6.7536750000000003,6.4706640000000002,0.00011,0.043821999999999584,205072242053822,205072248524396,0,0,1,0,0
320,5.3500003814697266,7.8882079999999997,0,10.835595,32,32,30,104561,0,0,385,1,0,187,1,2.9208080000000001,0.21029999999999999,31,31,1,31,1,15,0,0,358,605,9,0,145,205072251845457,205072259735118,8.2454169999999998,7.9317789999999997,9.0000000000000006e-05,0.043480999999999881,205072251845397,205072259777066,0,0,1,0,0
321,5.3666667938232422,6.4265420000000004,0,9.4775709999999993,32,32,30,104953,0,0,392,1,0,150,1,3.0254819999999998,0.196905,31,31,1,31,1,15,0,0,358,605,9,0,145,205072262685039,205072269113104,6.7637739999999997,6.471876,9.0000000000000006e-05,0.045243999999999396,205072262684979,205072269156765,0,0,1,0,0
322,5.383333683013916,7.7822610000000001,0,11.042680000000001,32,32,30,105339,0,0,386,1,0,186,1,3.2225480000000002,0.20214599999999999,31,31,1,31,1,15,0,0,358,605,9,0,145,205072272166337,205072279950091,8.1382899999999996,7.8284070000000003,8.0000000000000007e-05,0.046066000000000606,205072272166277,205072279994604,0,0,1,0,0
323,5.4000000953674316,7.832033,0,10.884074999999999,32,32,30,105733,0,0,394,1,0,187,1,3.0194510000000001,0.19747700000000001,31,31,1,31,1,15,0,0,358,605,9,0,145,205072283214096,205072291047953,8.1934369999999994,7.876817,0.00012,0.044664000000000037,205072283214016,205072291090703,0,0,1,0,0
324,5.4166669845581055,7.7473869999999998,0,10.909482000000001,32,32,30,106120,0,0,387,1,0,185,1,3.1250770000000001,0.20480000000000001,31,31,1,31,1,15,0,0,358,605,9,0,145,205072294102279,205072301851168,8.1109960000000001,7.7985620000000004,9.1000000000000003e-05,0.051084000000000351,205072294102219,205072301900690,0,0,1,0,0
325,5.4333333969116211,7.772513,0,11.259682,32,32,30,106511,0,0,391,1,0,185,1,3.4556309999999999,0.213616,31,31,1,31,1,15,0,0,358,605,9,0,145,205072305016169,205072312790315,8.1130139999999997,7.8307710000000004,8.0000000000000007e-05,0.058178000000000729,205072305016109,205072312846740,0,0,1,0,0
326,5.4500002861022949,7.7394109999999996,0,11.112199,32,32,30,106899,0,0,388,1,0,184,1,3.3391139999999999,0.20358899999999999,31,31,1,31,1,15,0,0,358,605,9,0,145,205072316282093,205072324023318,8.1465589999999999,7.7857269999999996,0.0001,0.046216000000000257,205072316282023,205072324067610,0,0,1,0,0
327,5.4666671752929688,7.6310599999999997,0,10.741680000000001,32,32,30,107291,0,0,392,1,0,183,1,3.0817459999999999,0.20055300000000001,31,31,1,31,1,15,0,0,358,605,9,0,145,205072327398880,205072335031854,8.0067570000000003,7.6756729999999997,9.0000000000000006e-05,0.044522999999999868,205072327398820,205072335074403,0,0,1,0,0
328,5.4833335876464844,7.878209,0,10.957411,32,32,30,107678,0,0,387,1,0,186,1,3.0524719999999999,0.207736,31,31,1,31,1,15,0,0,358,605,9,0,145,205072338144638,205072346024491,8.2549700000000001,7.9327909999999999,8.0000000000000007e-05,0.054502000000000272,205072338144568,205072346077249,0,0,1,0,0
329,5.5000004768371582,7.2098370000000003,0,10.338281,32,32,30,108072,0,0,394,1,0,171,1,3.0995089999999998,0.201374,31,31,1,31,1,15,0,0,358,605,9,0,145,205072349106277,205072356317717,7.559113,7.2579060000000002,0.0001,0.04796900000000015,205072349106217,205072356364023,0,0,1,0,0
330,5.5166668891906738,7.7812590000000004,0,10.800910999999999,32,32,30,108461,0,0,389,1,0,185,1,2.9874610000000001,0.198409,31,31,1,31,1,15,0,0,358,605,9,0,145,205072359448776,205072367231568,8.1550600000000006,7.8240790000000002,0.000101,0.042718999999999951,205072359448715,205072367272704,0,0,1,0,0
331,5.5333337783813477,7.8460200000000002,0,10.904082000000001,32,32,30,108853,0,0,392,1,0,188,1,3.0311319999999999,0.20586299999999999,31,31,1,31,1,15,0,0,358,605,9,0,145,205072370255436,205072378103059,8.2314120000000006,7.90517,9.0000000000000006e-05,0.059059999999999668,205072370255366,205072378160436,0,0,1,0,0
332,5.5500001907348633,6.4158220000000004,0,9.4544979999999992,32,32,30,109241,0,0,388,1,0,149,1,3.012127,0.20283699999999999,31,31,1,31,1,15,0,0,358,605,9,0,145,205072381163556,205072387580891,6.7513639999999997,6.4655240000000003,0.0001,0.049602000000000146,205072381163496,205072387628910,0,0,1,0,0
333,5.5666670799255371,7.7958170000000004,0,10.796733,32,32,30,109633,0,0,392,1,0,186,1,2.9742869999999999,0.199631,31,31,1,31,1,15,0,0,358,605,9,0,145,205072390621962,205072398419321,8.1342459999999992,7.8471419999999998,9.1000000000000003e-05,0.051233999999999114,205072390621901,205072398468953,0,0,1,0,0
334,5.5833334922790527,7.7733650000000001,0,11.117058,32,32,30,110020,0,0,387,1,0,185,1,3.3090280000000001,0.23136000000000001,31,31,1,31,1,15,0,0,358,605,9,0,145,205072401422762,205072409197669,8.0707679999999993,7.8308819999999999,8.1000000000000004e-05,0.057436000000000043,205072401422691,205072409253473,0,0,1,0,0
335,5.6000003814697266,7.2876010000000004,0,10.414763000000001,32,32,30,110415,0,0,395,1,0,172,1,3.0969440000000001,0.21426799999999999,31,31,1,31,1,15,0,0,358,605,9,0,145,205072412544228,205072419833543,7.6282230000000002,7.3400400000000001,0.0001,0.052338999999999913,205072412544167,205072419884087,0,0,1,0,0
336,5.6166667938232422,7.772983,0,11.447421,32,32,30,110799,0,0,384,1,0,185,1,3.6412659999999999,0.21252499999999999,31,31,1,31,1,15,0,0,358,605,9,0,145,205072422963108,205072430737624,8.1394470000000005,7.8239380000000001,8.0000000000000007e-05,0.050875000000000448,205072422963028,205072430786786,0,0,1,0,0
337,5.633333683013916,7.7567139999999997,0,10.697538,32,32,30,111195,0,0,396,1,0,185,1,2.9084349999999999,0.20042299999999999,31,31,1,31,1,15,0,0,358,605,9,0,145,205072434417533,205072442176350,8.1164229999999993,7.8046129999999998,0.00012999999999999999,0.047768999999999728,205072434417452,205072442221905,0,0,1,0,0
338,5.6500000953674316,7.7428480000000004,0,10.842498000000001,32,32,30,111584,0,0,389,1,0,183,1,3.0656370000000002,0.204009,31,31,1,31,1,15,0,0,358,605,9,0,145,205072445118697,205072452862948,8.1006879999999999,7.7898649999999998,8.0000000000000007e-05,0.046936999999999784,205072445118637,205072452908422,0,0,1,0,0
339,5.6666669845581055,7.7646280000000001,0,10.866141000000001,32,32,30,111979,0,0,395,1,0,183,1,3.0745930000000001,0.20321800000000001,31,31,1,31,1,15,0,0,358,605,9,0,145,205072455966695,205072463732846,8.1416500000000003,7.8116250000000003,8.0000000000000007e-05,0.046917000000000542,205072455966625,205072463778170,0,0,1,0,0
340,5.6833333969116211,7.7657499999999997,0,10.958633000000001,32,32,30,112369,0,0,390,1,0,185,1,3.1601819999999998,0.20646400000000001,31,31,1,31,1,15,0,0,358,605,9,0,145,205072466836994,205072474604298,8.0901669999999992,7.8184880000000003,8.0000000000000007e-05,0.052658000000000982,205072466836924,205072474655302,0,0,1,0,0
341,5.7000002861022949,7.6913729999999996,0,10.724919,32,32,30,112765,0,0,396,1,0,184,1,2.9966590000000002,0.19891900000000001,31,31,1,31,1,15,0,0,358,605,9,0,145,205072477800567,205072485493432,8.0482119999999995,7.7393010000000002,0.0001,0.04782800000000087,205072477800497,205072485539678,0,0,1,0,0
342,5.7166671752929688,7.8803830000000001,0,10.928205999999999,32,32,30,113153,0,0,388,1,0,187,1,3.0136699999999998,0.197798,31,31,1,31,1,15,0,0,358,605,9,0,145,205072488529784,205072496411760,8.2576370000000008,7.9318590000000002,9.0000000000000006e-05,0.051385999999999932,205072488529724,205072496461463,0,0,1,0,0
343,5.7333335876464844,6.5187929999999996,0,9.5329739999999994,32,32,30,113547,0,0,394,1,0,150,1,2.9757289999999998,0.20743600000000001,31,31,1,31,1,15,0,0,358,605,9,0,145,205072499462389,205072505982795,6.9088950000000002,6.5746969999999996,0.0001,0.055804000000000187,205072499462329,205072506036906,0,0,1,0,0
344,5.7500004768371582,6.5635269999999997,0,9.5573689999999996,32,32,30,113936,0,0,389,1,0,152,1,2.9551609999999999,0.20449999999999999,31,31,1,31,1,15,0,0,358,605,9,0,145,205072509009900,205072515587112,6.9792550000000002,6.6269539999999996,0.00012999999999999999,0.063296999999999493,205072509009820,205072515636624,0,0,1,0,0
345,5.7666668891906738,7.828557,0,10.977589,32,32,30,114329,0,0,393,1,0,186,1,3.120368,0.206764,31,31,1,31,1,15,0,0,358,605,9,0,145,205072518570986,205072526401106,8.2312960000000004,7.8847820000000004,8.0000000000000007e-05,0.056145000000000778,205072518570916,205072526455557,0,0,1,0,0
346,5.7833337783813477,7.7117199999999997,0,10.930120000000001,32,32,30,114719,0,0,390,1,0,184,1,3.1810010000000002,0.20196600000000001,31,31,1,31,1,15,0,0,358,605,9,0,145,205072529554366,205072537267959,8.0856490000000001,7.7617419999999999,0.0001,0.049922000000000466,205072529554296,205072537315898,0,0,1,0,0
347,5.8000001907348633,6.3851950000000004,0,9.2111859999999997,32,32,30,115113,0,0,394,1,0,148,1,2.7989310000000001,0.2205,31,31,1,31,1,15,0,0,358,605,9,0,145,205072540489405,205072546876394,6.693765,6.438955,0.00011,0.053649999999999309,205072540489335,205072546928160,0,0,1,0,0
348,5.8166670799255371,7.7082829999999998,0,10.695373999999999,32,32,30,115501,0,0,388,1,0,185,1,2.9621140000000001,0.20202600000000001,31,31,1,31,1,15,0,0,358,605,9,0,145,205072549704128,205072557413834,8.0581060000000004,7.7546590000000002,8.0000000000000007e-05,0.046296000000000781,205072549704078,205072557458637,0,0,1,0,0
349,5.8333334922790527,6.4031580000000003,0,9.6876610000000003,32,32,30,115895,0,0,394,1,0,147,1,3.2558199999999999,0.21004,31,31,1,31,1,15,0,0,358,605,9,0,145,205072560403570,205072566808331,6.7634020000000001,6.4655639999999996,9.0000000000000006e-05,0.06231599999999915,205072560403510,205072566868954,0,0,1,0,0
350,5.8500003814697266,7.7213979999999998,0,10.745898,32,32,30,116285,0,0,390,1,0,183,1,2.9923700000000002,0.20478099999999999,31,31,1,31,1,15,0,0,358,605,9,0,145,205072570095159,205072577818150,8.1042710000000007,7.7711309999999996,9.1000000000000003e-05,0.04964199999999952,205072570095088,205072577866149,0,0,1,0,0
351,5.8666667938232422,7.7439590000000003,0,10.812051,32,32,30,116679,0,0,394,1,0,185,1,3.0348290000000002,0.202546,31,31,1,31,1,15,0,0,358,605,9,0,145,205072580845515,205072588591078,8.0950900000000008,7.7964770000000003,9.0000000000000006e-05,0.052427999999999919,205072580845445,205072588641792,0,0,1,0,0
352,5.883333683013916,7.1461990000000002,0,10.409883000000001,32,32,30,117067,0,0,388,1,0,169,1,3.2295310000000002,0.20940900000000001,31,31,1,31,1,15,0,0,358,605,9,0,145,205072591661964,205072598809696,7.4891529999999999,7.1933470000000002,9.0000000000000006e-05,0.047057999999999822,205072591661914,205072598855140,0,0,1,0,0
353,5.9000000953674316,7.8194999999999997,0,10.903751,32,32,30,117461,0,0,394,1,0,186,1,3.0553080000000001,0.205152,31,31,1,31,1,15,0,0,358,605,9,0,145,205072602075875,205072609897008,8.2054690000000008,7.8713569999999997,9.0000000000000006e-05,0.051766999999999896,205072602075815,205072609947051,0,0,1,0,0
354,5.9166669845581055,7.7405340000000002,0,10.83853,32,32,30,117849,0,0,388,1,0,185,1,3.0655160000000001,0.19866900000000001,31,31,1,31,1,15,0,0,358,605,9,0,145,205072612984616,205072620726662,8.1043529999999997,7.7887829999999996,9.0000000000000006e-05,0.048158999999999175,205072612984556,205072620773229,0,0,1,0,0
355,5.9333338737487793,7.3052450000000002,0,10.569820999999999,32,32,30,118241,0,0,392,1,0,174,1,3.2361529999999998,0.196184,31,31,1,31,1,15,0,0,358,605,9,0,145,205072623827684,205072631134422,7.6716839999999999,7.3543260000000004,9.0000000000000006e-05,0.048991000000000007,205072623827614,205072631181810,0,0,1,0,0
356,5.9500002861022949,7.6671069999999997,0,10.801752,32,32,30,118631,0,0,390,1,0,184,1,3.109178,0.20208599999999999,31,31,1,31,1,15,0,0,358,605,9,0,145,205072634401733,205072642070343,8.0098249999999993,7.7104369999999998,9.0000000000000006e-05,0.043239999999999945,205072634401673,205072642112020,0,0,1,0,0
357,5.9666671752929688,7.7901059999999998,0,10.730238999999999,32,32,30,119024,0,0,393,1,0,186,1,2.9120810000000001,0.19947100000000001,31,31,1,31,1,15,0,0,358,605,9,0,145,205072645208123,205072652999842,8.1321279999999998,7.8403989999999997,8.0000000000000007e-05,0.050213000000000285,205072645208063,205072653048372,0,0,1,0,0
358,5.9833335876464844,7.3079890000000001,0,10.388674,32,32,30,119411,0,0,387,1,0,173,1,3.0439159999999998,0.19842899999999999,31,31,1,31,1,15,0,0,358,605,9,0,145,205072655942420,205072663251943,7.6791700000000001,7.3518309999999998,9.0000000000000006e-05,0.043751999999999569,205072655942360,205072663294111,0,0,1,0,0
359,6.0000004768371582,7.7118700000000002,0,10.74682,32,32,30,119806,0,0,395,1,0,185,1,3.0082100000000001,0.200042,31,31,1,31,1,15,0,0,358,605,9,0,145,205072666335372,205072674048875,8.0705629999999999,7.7626850000000003,0.0001,0.050715000000000288,205072666335302,205072674097876,0,0,1,0,0
360,6.0166668891906738,6.6427940000000003,0,9.7065459999999995,32,32,30,120193,0,0,387,1,0,154,1,3.0369429999999999,0.19893,31,31,1,31,1,15,0,0,358,605,9,0,145,205072677086430,205072683730736,7.0258580000000004,6.6927260000000004,8.0000000000000007e-05,0.049852000000000452,205072677086370,205072683779016,0,0,1,0,0
361,6.0333337783813477,7.8268139999999997,0,10.83869,32,32,30,120586,0,0,393,1,0,187,1,2.9855779999999998,0.20088300000000001,31,31,1,31,1,15,0,0,358,605,9,0,145,205072686805690,205072694634077,8.1577160000000006,7.8767969999999998,9.0000000000000006e-05,0.049892999999999965,205072686805630,205072694682347,0,0,1,0,0
362,6.0500001907348633,7.8041210000000003,0,10.836155,32,32,30,120972,0,0,386,1,0,186,1,3.0024600000000001,0.202046,31,31,1,31,1,15,0,0,358,605,9,0,145,205072697648358,205072705454042,8.1628910000000001,7.8546950000000004,8.0000000000000007e-05,0.050494000000000483,205072697648298,205072705502893,0,0,1,0,0
363,6.0666670799255371,6.5448019999999998,0,9.7126280000000005,32,32,30,121367,0,0,395,1,0,153,1,3.12662,0.20019200000000001,31,31,1,31,1,15,0,0,358,605,9,0,145,205072708488671,205072715035146,6.9025840000000001,6.5955560000000002,0.0001,0.050654000000000643,205072708488611,205072715084057,0,0,1,0,0
364,6.0833334922790527,7.6713449999999996,0,10.748824000000001,32,32,30,121754,0,0,387,1,0,183,1,3.0493070000000002,0.20679400000000001,31,31,1,31,1,15,0,0,358,605,9,0,145,205072718206309,205072725879487,8.0241450000000007,7.7190440000000002,9.1000000000000003e-05,0.047608000000000317,205072718206229,205072725925192,0,0,1,0,0
365,6.1000003814697266,6.4358890000000004,0,9.6006099999999996,32,32,30,122146,0,0,392,1,0,150,1,3.1352859999999998,0.205842,31,31,1,31,1,15,0,0,358,605,9,0,145,205072728959080,205072735396381,6.8060450000000001,6.4916429999999998,8.0000000000000007e-05,0.055673999999999779,205072728959019,205072735450572,0,0,1,0,0
366,6.1166667938232422,6.4545940000000002,0,9.4187519999999996,32,32,30,122533,0,0,387,1,0,151,1,2.9354740000000001,0.20066300000000001,31,31,1,31,1,15,0,0,358,605,9,0,145,205072738563426,205072745019633,6.7909119999999996,6.5008400000000002,8.0000000000000007e-05,0.046166000000000373,205072738563356,205072745064106,0,0,1,0,0
367,6.133333683013916,7.7373180000000001,0,10.803425000000001,32,32,30,122926,0,0,393,1,0,185,1,3.0299399999999999,0.20307800000000001,31,31,1,31,1,15,0,0,358,605,9,0,145,205072747986035,205072755724936,8.0684380000000004,7.7936519999999998,8.0000000000000007e-05,0.056254000000000026,205072747985965,205072755779487,0,0,1,0,0
368,6.1500000953674316,7.7293830000000003,0,10.743804000000001,32,32,30,123316,0,0,390,1,0,185,1,2.984766,0.213586,31,31,1,31,1,15,0,0,358,605,9,0,145,205072758793688,205072766524674,8.1449090000000002,7.7907270000000004,0.0001,0.061244000000000298,205072758793628,205072766584255,0,0,1,0,0
369,6.1666669845581055,7.923864,0,10.613692,32,32,30,123710,0,0,394,1,0,188,1,2.6630180000000001,0.19830900000000001,31,31,1,31,1,15,0,0,358,605,9,0,145,205072769541760,205072777467117,8.3140839999999994,7.9732859999999999,9.0000000000000006e-05,0.049331999999999709,205072769541690,205072777514896,0,0,1,0,0
370,6.1833338737487793,7.7401330000000002,0,10.780252000000001,32,32,30,124100,0,0,390,1,0,186,1,3.0129380000000001,0.20268700000000001,31,31,1,31,1,15,0,0,358,605,9,0,145,205072780173065,205072787914841,8.0737319999999997,7.7914979999999998,0.00012,0.051244999999999763,205072780172995,205072787964383,0,0,1,0,0
371,6.2000002861022949,6.5486490000000002,0,9.7423929999999999,32,32,30,124495,0,0,395,1,0,151,1,3.1606230000000002,0.20304700000000001,31,31,1,31,1,15,0,0,358,605,9,0,145,205072790957665,205072797507867,6.9115250000000001,6.5966880000000003,8.0000000000000007e-05,0.047959000000000529,205072790957595,205072797554203,0,0,1,0,0
372,6.2166671752929688,6.4120549999999996,0,9.4074209999999994,32,32,30,124881,0,0,386,1,0,149,1,2.9569049999999999,0.20294699999999999,31,31,1,31,1,15,0,0,358,605,9,0,145,205072800704056,205072807117724,6.7717700000000001,6.4560060000000004,9.0000000000000006e-05,0.043861000000000594,205072800703986,205072807159902,0,0,1,0,0
373,6.2333335876464844,7.7528769999999998,0,10.861382000000001,32,32,30,125276,0,0,395,1,0,186,1,3.0736210000000002,0.20347799999999999,31,31,1,31,1,15,0,0,358,605,9,0,145,205072810116386,205072817871056,8.0939940000000004,7.8031499999999996,6.9999999999999994e-05,0.050202999999999776,205072810116316,205072817919395,0,0,1,0,0
374,6.2500004768371582,7.8947200000000004,0,10.92445,32,32,30,125666,0,0,390,1,0,187,1,3.0002149999999999,0.20463999999999999,31,31,1,31,1,15,0,0,358,605,9,0,145,205072820983910,205072828880383,8.2900419999999997,7.9479490000000004,0.00011,0.053118999999999694,205072820983840,205072828931659,0,0,1,0,0
375,6.2666668891906738,6.4840989999999996,0,9.5560170000000006,32,32,30,126061,0,0,395,1,0,150,1,3.0440860000000001,0.199851,31,31,1,31,1,15,0,0,358,605,9,0,145,205072831912377,205072838398009,6.8492319999999998,6.534122,9.0000000000000006e-05,0.049933000000000227,205072831912317,205072838446349,0,0,1,0,0
376,6.2833337783813477,7.7760100000000003,0,10.775022,32,32,30,126450,0,0,389,1,0,185,1,2.9670230000000002,0.201484,31,31,1,31,1,15,0,0,358,605,9,0,145,205072841472251,205072849249804,8.1517499999999998,7.8294090000000001,8.0000000000000007e-05,0.053319000000000116,205072841472181,205072849301510,0,0,1,0,0
377,6.3000001907348633,6.3645060000000004,0,9.3291950000000003,32,32,30,126841,0,0,391,1,0,148,1,2.937389,0.20463100000000001,31,31,1,31,1,15,0,0,358,605,9,0,145,205072852251341,205072858617320,6.7106199999999996,6.4111729999999998,8.0000000000000007e-05,0.046586999999999712,205072852251271,205072858662374,0,0,1,0,0
378,6.3166670799255371,7.7658909999999999,0,10.830606,32,32,30,127228,0,0,387,1,0,184,1,3.032054,0.19595399999999999,31,31,1,31,1,15,0,0,358,605,9,0,145,205072861584203,205072869351517,8.1596689999999992,7.8085500000000003,8.0000000000000007e-05,0.042579000000000811,205072861584143,205072869392603,0,0,1,0,0
379,6.3333334922790527,7.7937320000000003,0,10.513586,32,32,30,127622,0,0,394,1,0,185,1,2.6891069999999999,0.200072,31,31,1,31,1,15,0,0,358,605,9,0,145,205072872419067,205072880214452,8.1689150000000001,7.8434739999999996,9.0000000000000006e-05,0.049651999999999141,205072872418997,205072880262381,0,0,1,0,0
380,6.3500003814697266,6.5564429999999998,0,9.5679189999999998,32,32,30,128009,0,0,387,1,0,152,1,2.9854769999999999,0.20156499999999999,31,31,1,31,1,15,0,0,358,605,9,0,145,205072882936420,205072889494246,6.9008060000000002,6.5952950000000001,6.9999999999999994e-05,0.038782000000000316,205072882936360,205072889531585,0,0,1,0,0
381,6.3666667938232422,7.749841,0,10.720000000000001,32,32,30,128402,0,0,393,1,0,185,1,2.9447220000000001,0.206454,31,31,1,31,1,15,0,0,358,605,9,0,145,205072892508126,205072900259460,8.0938759999999998,7.8027290000000002,8.0000000000000007e-05,0.052808000000000632,205072892508066,205072900310705,0,0,1,0,0
382,6.383333683013916,6.509957,0,9.5221940000000007,32,32,30,128791,0,0,389,1,0,151,1,2.9864999999999999,0.19878999999999999,31,31,1,31,1,15,0,0,358,605,9,0,145,205072903231943,205072909743293,6.9170189999999998,6.5489990000000002,8.0000000000000007e-05,0.038962000000000607,205072903231883,205072909780802,0,0,1,0,0
