step,simulation_seconds,physics_step_ms,stress_solve_ms,frame_host_ms,bodies,awake_bodies,splits_total,contacts_total,resim_passes,correction_status,contacts_frame,projectiles_active,bonds_broken,stress_iterations,stress_converged,observation_ms,gpu_render_submit_and_export_ms,logical_clusters,native_dynamic_bodies,native_kinematic_bodies,active_dynamic_bodies,active_kinematic_bodies,contact_pairs,contact_pairs_with_contacts,solver_rows,stress_active_nodes,stress_active_bonds,stress_islands,graph_d2h_bytes,pre_solve_pairs,simulation_start_ns,simulation_end_ns,process_cpu_ms,complete_step_ms,command_ms,completion_ms,complete_start_ns,complete_end_ns,phase_output_start_ns,phase_output_end_ns,stress_passes,post_correction_bonds_broken,contact_reuse_fallbacks
81,1.3666667938232422,9.1586879999999997,0,12.15222,32,32,30,18220,0,0,299,1,0,218,1,2.9615629999999999,0.20288700000000001,31,31,1,31,1,0,0,0,358,605,9,0,134,205069667612481,205069676772882,9.6075959999999991,9.2116360000000004,9.0000000000000006e-05,0.052858000000000516,205069667612421,205069676823977,0,0,1,0,0
82,1.3833334445953369,9.0112140000000007,0,12.072713,32,32,30,18515,0,0,295,1,0,217,1,3.0313430000000001,0.216803,31,31,1,31,1,1,0,0,358,605,9,0,134,205069679768799,205069688781496,9.4379109999999997,9.0471909999999998,8.0000000000000007e-05,0.035896999999998513,205069679768729,205069688815840,0,0,1,0,0
83,1.4000000953674316,8.2165370000000006,0,11.243601999999999,32,32,30,18809,0,0,294,1,0,198,1,2.999333,0.19886999999999999,31,31,1,31,1,1,0,0,358,605,9,0,134,205069691847694,205069700065744,8.6143769999999993,8.2663899999999995,9.0000000000000006e-05,0.049762999999998669,205069691847624,205069700113914,0,0,1,0,0
84,1.4166667461395264,8.3322529999999997,0,11.334562,32,32,30,19101,0,0,292,1,0,202,1,2.9748480000000002,0.20083400000000001,31,31,1,31,1,1,0,0,358,605,9,0,133,205069703096777,205069711430532,8.7375450000000008,8.3805429999999994,8.1000000000000004e-05,0.048208999999999946,205069703096716,205069711477129,0,0,1,0,0
85,1.4333333969116211,7.8431940000000004,0,10.928667000000001,32,32,30,19398,0,0,297,1,0,187,1,3.0572010000000001,0.20751500000000001,31,31,1,31,1,1,0,0,358,605,9,0,132,205069714435526,205069722280323,8.2634410000000003,7.8958310000000003,0.0001,0.052537000000000056,205069714435456,205069722331167,0,0,1,0,0
86,1.4500000476837158,9.2488659999999996,0,12.552104,32,32,30,19700,0,0,302,1,0,225,1,3.2762479999999998,0.48611300000000002,31,31,1,31,1,0,0,0,358,605,9,0,130,205069725368341,205069734618770,9.6662300000000005,9.2917450000000006,9.0000000000000006e-05,0.042789000000000854,205069725368281,205069734659926,0,0,1,0,0
87,1.4666666984558105,8.6052400000000002,0,11.634017999999999,32,32,30,19996,0,0,296,1,0,210,1,3.0026600000000001,0.20829700000000001,31,31,1,31,1,0,0,0,358,605,9,0,126,205069737924613,205069746531476,9.0093560000000004,8.6413069999999994,0.000101,0.035965999999998388,205069737924542,205069746565759,0,0,1,0,0
88,1.4833334684371948,8.6405349999999999,0,11.654436,32,32,30,20300,0,0,304,1,0,211,1,2.9809389999999998,0.20022300000000001,31,31,1,31,1,0,0,0,358,605,9,0,123,205069749562538,205069758204646,9.0084219999999995,8.6832049999999992,8.0000000000000007e-05,0.042589999999998795,205069749562468,205069758245592,0,0,1,0,0
89,1.5000001192092896,8.9497099999999996,0,12.114770999999999,32,32,30,20599,0,0,299,1,0,219,1,3.13767,0.19955100000000001,31,31,1,31,1,0,0,0,358,605,9,0,123,205069761221001,205069770172264,9.3224479999999996,9.0003840000000004,0.0001,0.050574000000001007,205069761220931,205069770221205,0,0,1,0,0
90,1.5166667699813843,8.1798490000000008,0,11.411664999999999,32,32,30,20897,0,0,298,1,0,198,1,3.2051959999999999,0.20430000000000001,31,31,1,31,1,0,0,0,358,605,9,0,123,205069773340181,205069781521603,8.4960229999999992,8.2310949999999998,9.1000000000000003e-05,0.051154999999999617,205069773340111,205069781571125,0,0,1,0,0
91,1.533333420753479,8.5345180000000003,0,11.620573,32,32,30,21197,0,0,300,1,0,207,1,3.0560179999999999,0.20161399999999999,31,31,1,31,1,0,0,0,358,605,9,0,123,205069784756083,205069793292395,8.8918549999999996,8.5875470000000007,0.0001,0.05292900000000067,205069784756013,205069793343450,0,0,1,0,0
92,1.5500000715255737,8.5831289999999996,0,11.653513999999999,32,32,30,21497,0,0,300,1,0,210,1,3.0406200000000001,0.20335800000000001,31,31,1,31,1,0,0,0,358,605,9,0,122,205069796381365,205069804966307,8.8971699999999991,8.6432500000000001,0.0001,0.060021000000000768,205069796381295,205069805024425,0,0,1,0,0
93,1.5666667222976685,8.1678169999999994,0,10.883974,32,32,30,21800,0,0,303,1,0,193,1,2.6906690000000002,0.19810800000000001,31,31,1,31,1,1,0,0,358,605,9,0,124,205069808041061,205069816210451,8.5613119999999991,8.2185310000000005,0.0001,0.050614000000001269,205069808041001,205069816259402,0,0,1,0,0
94,1.5833333730697632,8.765568,0,11.851711999999999,32,32,30,22101,0,0,301,1,0,214,1,3.0557180000000002,0.197828,31,31,1,31,1,1,0,0,358,605,9,0,124,205069818928562,205069827695502,9.1076540000000001,8.8152899999999992,6.9999999999999994e-05,0.049652000000000029,205069818928502,205069827743712,0,0,1,0,0
95,1.6000001430511475,8.2140330000000006,0,11.300268000000001,32,32,30,22407,0,0,306,1,0,199,1,3.0551170000000001,0.19858899999999999,31,31,1,31,1,1,0,0,358,605,9,0,124,205069830784121,205069838999637,8.5376799999999999,8.2696660000000008,9.0000000000000006e-05,0.05554300000000012,205069830784061,205069839053547,0,0,1,0,0
96,1.6166667938232422,8.8067849999999996,0,12.074767,32,32,30,22711,0,0,304,1,0,209,1,3.2395589999999999,0.199931,31,31,1,31,1,2,0,0,358,605,9,0,125,205069842089168,205069850897676,9.1722400000000004,8.8483009999999993,0.0001,0.041415999999999897,205069842089088,205069850937289,0,0,1,0,0
97,1.6333334445953369,8.9211770000000001,0,11.952139000000001,32,32,30,23016,0,0,305,1,0,216,1,2.992661,0.20566200000000001,31,31,1,31,1,2,0,0,358,605,9,0,125,205069854168804,205069863091714,9.2936409999999992,8.9714799999999997,0.0001,0.050202999999999776,205069854168724,205069863140094,0,0,1,0,0
98,1.6500000953674316,9.0634519999999998,0,12.120092,32,32,30,23318,0,0,302,1,0,220,1,3.021595,0.20552200000000001,31,31,1,31,1,2,0,0,358,605,9,0,125,205069866126063,205069875191418,9.4101789999999994,9.1089959999999994,0.00011,0.045434000000000196,205069866125982,205069875234878,0,0,1,0,0
99,1.6666667461395264,9.2901220000000002,0,12.44796,32,32,30,23627,0,0,309,1,0,222,1,3.1293350000000002,0.201825,31,31,1,31,1,3,0,0,358,605,9,0,126,205069878251283,205069887543199,9.6885279999999998,9.3461470000000002,0.00011,0.055915000000000603,205069878251203,205069887597210,0,0,1,0,0
100,1.6833333969116211,8.2469640000000002,0,11.408058,32,32,30,23939,0,0,312,1,0,196,1,3.1294050000000002,0.19816800000000001,31,31,1,31,1,3,0,0,358,605,9,0,123,205069890705315,205069898953872,8.6371900000000004,8.2906949999999995,9.0000000000000006e-05,0.043640999999999153,205069890705255,205069898995850,0,0,1,0,0
101,1.7000000476837158,8.2096750000000007,0,12.424526999999999,32,32,30,24248,0,0,309,1,0,197,1,4.172383,0.19595399999999999,31,31,1,31,1,3,0,0,358,605,9,0,123,205069902119254,205069910330462,8.585737,8.2580550000000006,0.0001,0.048280000000000101,205069902119184,205069910377088,0,0,1,0,0
102,1.7166666984558105,7.494186,0,10.225830999999999,32,32,30,24556,0,0,308,1,0,175,1,2.7038739999999999,0.208648,31,31,1,31,1,2,0,0,358,605,9,0,123,205069914551325,205069922047915,7.9030810000000002,7.5487760000000002,0.00014999999999999999,0.054440000000000488,205069914551235,205069922099881,0,0,1,0,0
103,1.7333334684371948,9.0232270000000003,0,12.158172,32,32,30,24867,0,0,311,1,0,219,1,3.0987170000000002,0.19775799999999999,31,31,1,31,1,2,0,0,358,605,9,0,123,205069924780803,205069933805392,9.4044939999999997,9.0691520000000008,6.9999999999999994e-05,0.045855000000001311,205069924780743,205069933849815,0,0,1,0,0
104,1.7500001192092896,8.1537109999999995,0,11.152974,32,32,30,25180,0,0,313,1,0,195,1,2.9677750000000001,0.214058,31,31,1,31,1,2,0,0,358,605,9,0,122,205069936943213,205069945098637,8.5713349999999995,8.2103059999999992,0.0001,0.056494999999999962,205069936943153,205069945153329,0,0,1,0,0
105,1.7666667699813843,8.1197379999999999,0,11.679262,32,32,30,25496,0,0,316,1,0,196,1,3.527415,0.238123,31,31,1,31,1,2,0,0,358,605,9,0,122,205069948118849,205069956240290,8.4684830000000009,8.1743290000000002,9.0000000000000006e-05,0.054501000000000133,205069948118779,205069956293008,0,0,1,0,0
106,1.783333420753479,8.0823780000000003,0,11.519223999999999,32,32,30,25804,0,0,308,1,0,192,1,3.407572,0.20180500000000001,31,31,1,31,1,2,0,0,358,605,9,0,122,205069959803371,205069967887432,8.5065899999999992,8.126099,0.0001,0.04362099999999991,205069959803301,205069967929300,0,0,1,0,0
107,1.8000000715255737,7.4288939999999997,0,10.056495999999999,32,32,30,26122,0,0,318,1,0,173,1,2.6022759999999998,0.203818,31,31,1,31,1,3,0,0,358,605,9,0,123,205069971326463,205069978756780,7.8001950000000004,7.473897,6.9999999999999994e-05,0.044933000000000334,205069971326403,205069978800230,0,0,1,0,0
108,1.8166667222976685,9.3063330000000004,0,12.310784999999999,32,32,30,26436,0,0,314,1,0,223,1,2.976531,0.20520099999999999,31,31,1,31,1,4,0,0,358,605,9,0,126,205069981386516,205069990694191,9.7094179999999994,9.3537309999999998,8.0000000000000007e-05,0.047317999999998861,205069981386456,205069990740097,0,0,1,0,0
109,1.8333333730697632,9.1905870000000007,0,12.248519999999999,32,32,30,26757,0,0,321,1,0,223,1,3.031774,0.201655,31,31,1,31,1,3,0,0,358,605,9,0,125,205069993701309,205070002893389,9.5942430000000005,9.2390270000000001,0.0001,0.048339999999999606,205069993701249,205070002940156,0,0,1,0,0
110,1.8500001430511475,8.4815799999999992,0,11.119031,32,32,30,27084,0,0,327,1,0,201,1,2.608247,0.198128,31,31,1,31,1,5,0,0,358,605,9,0,126,205070005953576,205070014436478,8.8802140000000005,8.5253610000000002,8.0000000000000007e-05,0.043701000000000434,205070005953516,205070014478797,0,0,1,0,0
111,1.8666667938232422,7.2605409999999999,0,9.9060380000000006,32,32,30,27412,0,0,328,1,0,173,1,2.6200890000000001,0.197266,31,31,1,31,1,5,0,0,358,605,9,0,126,205070017077877,205070024339720,7.5859030000000001,7.3115370000000004,6.0999999999999999e-05,0.050935000000000841,205070017077816,205070024389282,0,0,1,0,0
112,1.8833334445953369,7.0569030000000001,0,9.7053539999999998,32,32,30,27735,0,0,323,1,0,167,1,2.6224530000000001,0.20447000000000001,31,31,1,31,1,5,0,0,358,605,9,0,126,205070026987410,205070034045666,7.4183820000000003,7.1028580000000003,8.0000000000000007e-05,0.045875000000000554,205070026987350,205070034090128,0,0,1,0,0
113,1.9000000953674316,6.6936479999999996,0,9.3363080000000007,32,32,30,28061,0,0,326,1,0,152,1,2.6172230000000001,0.20252600000000001,31,31,1,31,1,6,0,0,358,605,9,0,127,205070036696261,205070043391211,7.1010660000000003,6.7383309999999996,8.0000000000000007e-05,0.044603000000000392,205070036696211,205070043434462,0,0,1,0,0
114,1.9166667461395264,8.1473390000000006,0,10.797283,32,32,30,28385,0,0,324,1,0,195,1,2.624406,0.20463999999999999,31,31,1,31,1,6,0,0,358,605,9,0,127,205070046036006,205070054184687,8.5348030000000001,8.1937650000000009,8.0000000000000007e-05,0.046345999999999776,205070046035946,205070054229631,0,0,1,0,0
115,1.9333333969116211,8.6364280000000004,0,11.676658,32,32,30,28708,0,0,323,1,0,209,1,3.010694,0.20249600000000001,31,31,1,31,1,6,0,0,358,605,9,0,124,205070056836845,205070065474716,9.0257500000000004,8.6911900000000006,6.9999999999999994e-05,0.054692000000001073,205070056836795,205070065527895,0,0,1,0,0
116,1.9500000476837158,9.2573620000000005,0,12.273676999999999,32,32,30,29041,0,0,333,1,0,225,1,2.98691,0.203989,31,31,1,31,1,6,0,0,358,605,9,0,124,205070068517550,205070077776395,9.6084689999999995,9.3131450000000005,8.0000000000000007e-05,0.055702999999999392,205070068517490,205070077830515,0,0,1,0,0
117,1.9666668176651001,9.2500180000000007,0,12.429797000000001,32,32,30,29378,0,0,337,1,0,225,1,3.146156,0.206403,31,31,1,31,1,6,0,0,358,605,9,0,124,205070080795415,205070090046875,9.6232550000000003,9.3083570000000009,8.0000000000000007e-05,0.058258999999999617,205070080795344,205070090103611,0,0,1,0,0
118,1.9833334684371948,8.2402619999999995,0,11.196224000000001,32,32,30,29709,0,0,331,1,0,195,1,2.92788,0.20603299999999999,31,31,1,31,1,6,0,0,358,605,9,0,127,205070093228958,205070101470683,8.5862169999999995,8.2963360000000002,9.0000000000000006e-05,0.055984000000000478,205070093228898,205070101525124,0,0,1,0,0
119,2,7.8957610000000003,0,10.545254999999999,32,32,30,30044,0,0,335,1,0,185,1,2.6226129999999999,0.19616500000000001,31,31,1,31,1,7,0,0,358,605,9,0,129,205070104429070,205070112326284,8.3434709999999992,7.9468560000000004,6.9999999999999994e-05,0.051025000000000098,205070104429010,205070112375796,0,0,1,0,0
120,2.0166668891906738,8.1868529999999993,0,11.264732,32,32,30,30373,0,0,329,1,0,198,1,3.0316339999999999,0.211062,31,31,1,31,1,7,0,0,358,605,9,0,128,205070114978022,205070123166237,8.6148579999999999,8.2461629999999992,8.1000000000000004e-05,0.059229000000000198,205070114977952,205070123223994,0,0,1,0,0
121,2.0333335399627686,8.1090979999999995,0,10.910624,32,32,30,30707,0,0,334,1,0,190,1,2.7748059999999999,0.20232600000000001,31,31,1,31,1,7,0,0,358,605,9,0,125,205070126258252,205070134368853,8.5766259999999992,8.1633790000000008,8.0000000000000007e-05,0.054201000000000832,205070126258192,205070134421441,0,0,1,0,0
122,2.0500001907348633,7.7020520000000001,0,11.198328,32,32,30,31040,0,0,333,1,0,185,1,3.4624440000000001,0.206453,31,31,1,31,1,7,0,0,358,605,9,0,123,205070137172563,205070144876007,8.0247329999999994,7.7548599999999999,6.9999999999999994e-05,0.05273799999999973,205070137172503,205070144927253,0,0,1,0,0
123,2.066666841506958,9.1753599999999995,0,12.747446999999999,32,32,30,31378,0,0,338,1,0,223,1,3.5319029999999998,0.20196500000000001,31,31,1,31,1,7,0,0,358,605,9,0,123,205070148375099,205070157552032,9.5978770000000004,9.2192410000000002,9.0000000000000006e-05,0.043791000000000579,205070148375039,205070157594200,0,0,1,0,0
124,2.0833334922790527,9.2850830000000002,0,12.538297999999999,32,32,30,31714,0,0,336,1,0,224,1,3.221285,0.20558199999999999,31,31,1,31,1,8,0,0,358,605,9,0,124,205070161127756,205070170414883,9.7742070000000005,9.3409169999999992,0.00012999999999999999,0.055703999999998643,205070161127676,205070170468443,0,0,1,0,0
125,2.1000001430511475,8.3619979999999998,0,11.395355,32,32,30,32059,0,0,345,1,0,196,1,2.9973000000000001,0.20009199999999999,31,31,1,31,1,9,0,0,358,605,9,0,125,205070173671935,205070182035797,8.7939600000000002,8.4163390000000007,0.00011,0.054231000000001472,205070173671845,205070182088054,0,0,1,0,0
126,2.1166667938232422,7.7634759999999998,0,10.818493,32,32,30,32394,0,0,335,1,0,187,1,3.0278160000000001,0.20433000000000001,31,31,1,31,1,9,0,0,358,605,9,0,125,205070185071848,205070192836887,8.1258959999999991,7.8163539999999996,8.0000000000000007e-05,0.052798000000000123,205070185071778,205070192888022,0,0,1,0,0
127,2.1333334445953369,6.3688349999999998,0,9.5058030000000002,32,32,30,32735,0,0,341,1,0,148,1,3.1008420000000001,0.20258699999999999,31,31,1,31,1,9,0,0,358,605,9,0,125,205070195895621,205070202266319,6.7745240000000004,6.4203200000000002,0.00011,0.051375000000000171,205070195895551,205070202315741,0,0,1,0,0
128,2.1500000953674316,7.1771459999999996,0,10.24657,32,32,30,33072,0,0,337,1,0,171,1,3.0406599999999999,0.20224600000000001,31,31,1,31,1,9,0,0,358,605,9,0,125,205070205409029,205070212587828,7.5031489999999996,7.2286020000000004,0.00017000000000000001,0.051286000000001053,205070205408958,205070212637310,0,0,1,0,0
129,2.1666667461395264,9.2566810000000004,0,12.304323999999999,32,32,30,33420,0,0,348,1,0,221,1,3.0173260000000002,0.20556199999999999,31,31,1,31,1,11,0,0,358,605,9,0,127,205070215661139,205070224919733,9.7400110000000009,9.3081370000000003,0.000111,0.05134499999999953,205070215661069,205070224969054,0,0,1,0,0
130,2.1833333969116211,9.1071620000000006,0,12.409528999999999,32,32,30,33760,0,0,340,1,0,223,1,3.2689140000000001,0.20365800000000001,31,31,1,31,1,10,0,0,358,605,9,0,126,205070227970873,205070237079869,9.5268280000000001,9.1563339999999993,0.0001,0.049071999999998894,205070227970802,205070237127016,0,0,1,0,0
131,2.2000000476837158,5.8370360000000003,0,8.5323550000000008,32,32,30,34107,0,0,347,1,0,133,1,2.6685189999999999,0.20416899999999999,31,31,1,31,1,10,0,0,358,605,9,0,124,205070240385130,205070246223930,6.1941179999999996,5.8830220000000004,0.0001,0.045886000000000315,205070240385050,205070246267982,0,0,1,0,0
132,2.2166666984558105,7.916601,0,10.962481,32,32,30,34451,0,0,344,1,0,187,1,3.01905,0.20454,31,31,1,31,1,11,0,0,358,605,9,0,124,205070248936080,205070256854093,8.2979099999999999,7.9662129999999998,8.1000000000000004e-05,0.049530999999999992,205070248936020,205070256902152,0,0,1,0,0
133,2.2333333492279053,7.3764159999999999,0,10.456060000000001,32,32,30,34800,0,0,349,1,0,174,1,3.0510389999999998,0.210421,31,31,1,31,1,11,0,0,358,605,9,0,124,205070259903309,205070267281479,7.7285649999999997,7.4349059999999998,9.1000000000000003e-05,0.058398999999999646,205070259903228,205070267338014,0,0,1,0,0
134,2.25,7.704637,0,10.705171999999999,32,32,30,35146,0,0,346,1,0,185,1,2.974126,0.201714,31,31,1,31,1,11,0,0,358,605,9,0,123,205070270363556,205070278069715,8.0501369999999994,7.7548890000000004,9.0000000000000006e-05,0.050162000000000262,205070270363496,205070278118285,0,0,1,0,0
135,2.2666668891906738,7.8175369999999997,0,10.656211000000001,32,32,30,35496,0,0,350,1,0,186,1,2.814489,0.20754500000000001,31,31,1,31,1,11,0,0,358,605,9,0,123,205070281072895,205070288892015,8.2232710000000004,7.8694430000000004,9.0000000000000006e-05,0.051816000000000528,205070281072825,205070288942158,0,0,1,0,0
136,2.2833335399627686,7.8168150000000001,0,10.885968,32,32,30,35844,0,0,348,1,0,188,1,3.0402390000000001,0.19966,31,31,1,31,1,11,0,0,358,605,9,0,123,205070291733004,205070299551171,8.1599819999999994,7.8617179999999998,8.0000000000000007e-05,0.044823000000000057,205070291732944,205070299594582,0,0,1,0,0
137,2.3000001907348633,6.5100160000000002,0,9.6031250000000004,32,32,30,36197,0,0,353,1,0,151,1,3.0616690000000002,0.203739,31,31,1,31,1,11,0,0,358,605,9,0,123,205070302625685,205070309137414,6.852106,6.5624339999999997,0.00011,0.052307999999999133,205070302625604,205070309187928,0,0,1,0,0
138,2.316666841506958,7.8479929999999998,0,10.873685,32,32,30,36544,0,0,347,1,0,186,1,2.9977809999999998,0.21169299999999999,31,31,1,31,1,11,0,0,358,605,9,0,127,205070312232776,205070320082432,8.2515649999999994,7.8988269999999998,9.0000000000000006e-05,0.0507439999999999,205070312232716,205070320131433,0,0,1,0,0
139,2.3333334922790527,6.5632159999999997,0,9.6897149999999996,32,32,30,36897,0,0,353,1,0,153,1,3.0959029999999998,0.201655,31,31,1,31,1,11,0,0,358,605,9,0,127,205070323110549,205070329675418,6.9542070000000002,6.6151020000000003,9.0000000000000006e-05,0.051796000000000397,205070323110489,205070329725481,0,0,1,0,0
140,2.3500001430511475,7.8058940000000003,0,10.767307000000001,32,32,30,37243,0,0,346,1,0,186,1,2.9340519999999999,0.20247599999999999,31,31,1,31,1,11,0,0,358,605,9,0,127,205070332804272,205070340611800,8.1488960000000006,7.853332,8.0000000000000007e-05,0.047358000000000011,205070332804212,205070340657444,0,0,1,0,0
141,2.3666667938232422,7.848935,0,10.899001999999999,32,32,30,37599,0,0,356,1,0,186,1,3.0234179999999999,0.20232600000000001,31,31,1,31,1,11,0,0,358,605,9,0,127,205070343575817,205070351426345,8.2348510000000008,7.8933869999999997,8.0000000000000007e-05,0.044372000000000078,205070343575757,205070351469054,0,0,1,0,0
142,2.3833334445953369,7.7807279999999999,0,10.792294,32,32,30,37949,0,0,350,1,0,186,1,2.9800770000000001,0.203177,31,31,1,31,1,11,0,0,358,605,9,0,127,205070354479488,205070362261909,8.1082750000000008,7.8297790000000003,9.0000000000000006e-05,0.048961000000000254,205070354479418,205070362309107,0,0,1,0,0
143,2.4000000953674316,7.7823909999999996,0,10.884485,32,32,30,38305,0,0,356,1,0,185,1,3.0714579999999998,0.20580200000000001,31,31,1,31,1,11,0,0,358,605,9,0,127,205070365276120,205070373060044,8.1745990000000006,7.8350390000000001,0.0001,0.052548000000000705,205070365276050,205070373110949,0,0,1,0,0
144,2.4166667461395264,6.4448759999999998,0,9.4106570000000005,32,32,30,38655,0,0,350,1,0,149,1,2.9396620000000002,0.201515,31,31,1,31,1,11,0,0,358,605,9,0,127,205070376164693,205070382611212,6.8568429999999996,6.485131,8.0000000000000007e-05,0.040175000000000516,205070376164633,205070382649673,0,0,1,0,0
